unit_id,spike_time,quality
1,1153.0057949999996,Poor
1,1157.5447549999997,Poor
1,1158.0824349999996,Poor
1,1158.3623949999997,Poor
1,1159.4290339999998,Poor
1,1160.3188739999998,Poor
1,1161.2917139999997,Poor
1,1162.8534739999998,Poor
1,1165.060274,Poor
1,1165.272914,Poor
1,1165.3758610000002,Poor
1,1167.011821,Poor
1,1170.2615810000002,Poor
1,1170.9226210000002,Poor
1,1171.2008210000001,Poor
1,1172.449619,Poor
1,1173.095059,Poor
1,1173.659659,Poor
1,1173.833419,Poor
1,1174.325699,Poor
1,1175.706379,Poor
1,1178.456659,Poor
1,1181.0562900000002,Poor
1,1181.14037,Poor
1,1182.6636500000002,Poor
1,1185.3470640000005,Poor
1,1186.4757040000004,Poor
1,1187.4682240000004,Poor
1,1187.7074640000005,Poor
1,1187.8595040000005,Poor
1,1188.0365040000004,Poor
1,1189.5975840000006,Poor
1,1191.0190280000002,Poor
1,1192.085268,Poor
1,1193.213428,Poor
1,1193.274468,Poor
1,1194.4505080000001,Poor
1,1194.471148,Poor
1,1194.7195880000002,Poor
1,1195.296788,Poor
1,1196.964308,Poor
1,1198.8249539999997,Poor
1,1199.8725939999997,Poor
1,1200.4928339999997,Poor
1,1200.5713939999996,Poor
1,1203.1905499999998,Poor
1,1204.8982299999998,Poor
1,1205.3641099999998,Poor
1,1207.6955899999998,Poor
1,1208.09955,Poor
1,1208.6683899999998,Poor
1,1209.1369899999997,Poor
1,1210.746695,Poor
1,1211.065815,Poor
1,1211.240255,Poor
1,1211.887295,Poor
1,1212.221415,Poor
1,1212.836735,Poor
1,1212.9267750000001,Poor
1,1212.999135,Poor
1,1213.086495,Poor
1,1213.676855,Poor
1,1213.705895,Poor
1,1214.001495,Poor
1,1214.043815,Poor
1,1215.536815,Poor
1,1215.8028550000001,Poor
1,1215.816935,Poor
1,1217.7495809999994,Poor
1,1218.1369809999994,Poor
1,1218.3798609999994,Poor
1,1218.5780609999995,Poor
1,1220.0699409999995,Poor
1,1220.1007409999995,Poor
1,1220.4001009999995,Poor
1,1221.3259409999994,Poor
1,1221.9594609999995,Poor
1,1222.1740209999994,Poor
1,1222.2352209999995,Poor
1,1223.866659,Poor
1,1224.3784990000001,Poor
1,1224.9514990000002,Poor
1,1224.9597390000001,Poor
1,1225.102339,Poor
1,1225.3082190000002,Poor
1,1225.682379,Poor
1,1225.753539,Poor
1,1226.369339,Poor
1,1226.9110990000001,Poor
1,1227.5197790000002,Poor
1,1227.601419,Poor
1,1228.7152990000002,Poor
1,1229.1588190000002,Poor
1,1229.546579,Poor
1,1229.6878190000002,Poor
1,1229.3660750000004,Poor
1,1229.4358750000004,Poor
1,1229.6732750000003,Poor
1,1229.7629150000002,Poor
1,1229.9160750000003,Poor
1,1230.1120750000002,Poor
1,1230.5380350000003,Poor
1,1230.6343150000002,Poor
1,1231.4291150000004,Poor
1,1231.7853550000002,Poor
1,1232.0344350000003,Poor
1,1232.2773550000004,Poor
1,1232.9097550000004,Poor
1,1233.3819550000003,Poor
1,1233.8020750000003,Poor
1,1234.6244750000003,Poor
1,1234.7995950000002,Poor
1,1235.1465950000004,Poor
1,1236.8283669999998,Poor
1,1236.9126869999998,Poor
1,1237.8218069999998,Poor
1,1238.0559669999998,Poor
1,1238.9236469999998,Poor
1,1239.3194469999999,Poor
1,1239.8603669999998,Poor
1,1240.5878469999998,Poor
1,1240.6454069999998,Poor
1,1240.8142869999997,Poor
1,1240.9400469999998,Poor
1,1241.0832869999997,Poor
1,1241.4266469999998,Poor
1,1242.0432869999997,Poor
1,1242.9043879999995,Poor
1,1243.7828679999993,Poor
1,1244.8289079999993,Poor
1,1245.7394679999993,Poor
1,1245.7937479999994,Poor
1,1245.8986279999995,Poor
1,1246.0204279999994,Poor
1,1246.4735879999994,Poor
1,1246.5889079999993,Poor
1,1246.7070279999994,Poor
1,1246.9300679999994,Poor
1,1247.9394679999994,Poor
1,1248.1427079999994,Poor
1,1248.3686679999994,Poor
1,1248.2078779999995,Poor
1,1248.5540379999995,Poor
1,1249.5135979999995,Poor
1,1249.7802379999996,Poor
1,1250.1211979999996,Poor
1,1250.9488379999996,Poor
1,1251.2160379999996,Poor
1,1251.2378379999996,Poor
1,1251.2436779999996,Poor
1,1251.4966779999995,Poor
1,1251.8397579999996,Poor
1,1252.6733979999995,Poor
1,1254.5167370000001,Poor
1,1254.7528570000002,Poor
1,1254.905817,Poor
1,1255.077017,Poor
1,1256.086737,Poor
1,1256.336297,Poor
1,1256.8666170000001,Poor
1,1257.385017,Poor
1,1257.6126170000002,Poor
1,1257.7822170000002,Poor
1,1258.1070570000002,Poor
1,1258.5369770000002,Poor
1,1259.476497,Poor
1,1259.5412970000002,Poor
1,1259.9152170000002,Poor
1,1260.443657,Poor
1,1260.5693370000001,Poor
1,1261.7127609999998,Poor
1,1262.3561609999997,Poor
1,1262.4124409999997,Poor
1,1262.7292409999998,Poor
1,1262.8948809999997,Poor
1,1262.9682009999997,Poor
1,1263.0537209999998,Poor
1,1263.5844809999996,Poor
1,1264.2202809999997,Poor
1,1264.7960809999997,Poor
1,1266.6984009999996,Poor
1,1266.8047209999997,Poor
1,1267.1100409999997,Poor
1,1267.1595209999998,Poor
1,1267.3331209999997,Poor
1,1267.952204,Poor
1,1268.217604,Poor
1,1268.301444,Poor
1,1268.7629239999999,Poor
1,1270.0578839999998,Poor
1,1270.428324,Poor
1,1270.6237239999998,Poor
1,1270.6772039999998,Poor
1,1271.0360039999998,Poor
1,1271.175364,Poor
1,1271.370484,Poor
1,1271.667524,Poor
1,1272.3187639999999,Poor
1,1272.788204,Poor
1,1274.5229600000007,Poor
1,1274.8167600000006,Poor
1,1274.9684800000007,Poor
1,1275.0912000000008,Poor
1,1275.1803200000006,Poor
1,1275.1904000000006,Poor
1,1275.3206400000006,Poor
1,1275.6835600000006,Poor
1,1276.0436800000007,Poor
1,1276.3653600000007,Poor
1,1276.4710400000006,Poor
1,1276.5468000000008,Poor
1,1277.4628800000007,Poor
1,1277.6637600000006,Poor
1,1277.7836400000006,Poor
1,1277.8199200000006,Poor
1,1277.9903200000006,Poor
1,1278.0489200000006,Poor
1,1278.2666400000007,Poor
1,1279.0833600000008,Poor
1,1279.3478000000007,Poor
1,1279.7426000000007,Poor
1,1279.9620400000006,Poor
1,1280.0754800000007,Poor
1,1279.9451040000001,Poor
1,1281.1651040000002,Poor
1,1281.232304,Poor
1,1281.867304,Poor
1,1281.9839040000002,Poor
1,1282.1567440000001,Poor
1,1282.6157040000003,Poor
1,1282.7920640000002,Poor
1,1282.9252240000003,Poor
1,1284.0725840000002,Poor
1,1284.4466640000003,Poor
1,1285.234384,Poor
1,1286.220078,Poor
1,1286.749558,Poor
1,1286.8915180000001,Poor
1,1287.369558,Poor
1,1287.405598,Poor
1,1287.438878,Poor
1,1288.289598,Poor
1,1288.618958,Poor
1,1289.278958,Poor
1,1289.337318,Poor
1,1289.3714380000001,Poor
1,1289.728638,Poor
1,1289.781838,Poor
1,1289.870118,Poor
1,1290.037878,Poor
1,1290.137158,Poor
1,1290.484198,Poor
1,1290.869678,Poor
1,1291.137478,Poor
1,1291.479678,Poor
1,1291.925798,Poor
1,1292.118318,Poor
1,1292.452438,Poor
1,1292.551358,Poor
1,1293.6632740000005,Poor
1,1293.7475140000004,Poor
1,1293.8157140000003,Poor
1,1293.9423140000004,Poor
1,1294.0973540000005,Poor
1,1294.3649540000004,Poor
1,1294.4082340000004,Poor
1,1294.5341940000003,Poor
1,1294.6035140000004,Poor
1,1294.6911540000003,Poor
1,1294.7933140000005,Poor
1,1294.8655540000004,Poor
1,1294.9877540000005,Poor
1,1295.0661140000004,Poor
1,1295.3303540000004,Poor
1,1295.4829940000004,Poor
1,1295.4873940000004,Poor
1,1295.6296740000005,Poor
1,1296.0190340000004,Poor
1,1296.0799140000004,Poor
1,1296.3150740000003,Poor
1,1296.3416340000003,Poor
1,1296.4469940000004,Poor
1,1296.4899540000004,Poor
1,1298.0583540000005,Poor
1,1298.5393540000005,Poor
1,1298.9359140000004,Poor
1,1299.1779940000004,Poor
1,1299.5517540000003,Poor
1,1300.4027729999998,Poor
1,1302.1176129999997,Poor
1,1302.3180129999996,Poor
1,1302.4833729999998,Poor
1,1302.8104529999996,Poor
1,1303.0506129999997,Poor
1,1303.9149729999997,Poor
1,1305.0600929999996,Poor
1,1305.2788929999997,Poor
1,1305.4232129999998,Poor
1,1305.7725329999996,Poor
1,1305.9368529999997,Poor
1,1306.2133329999997,Poor
1,1306.3667729999997,Poor
1,1306.4448929999996,Poor
1,1306.5321540000002,Poor
1,1306.686114,Poor
1,1307.1794340000001,Poor
1,1307.364074,Poor
1,1307.882194,Poor
1,1308.220874,Poor
1,1308.340674,Poor
1,1308.5964740000002,Poor
1,1308.9237540000001,Poor
1,1309.2391140000002,Poor
1,1309.3810340000002,Poor
1,1309.5844740000002,Poor
1,1309.596954,Poor
1,1309.9402340000001,Poor
1,1310.3273540000002,Poor
1,1311.0422340000002,Poor
1,1311.4417540000002,Poor
1,1312.2880340000002,Poor
1,1312.335714,Poor
1,1312.5345140000002,Poor
1,1312.6195140000002,Poor
1,1312.7355140000002,Poor
1,1311.840598,Poor
1,1312.200838,Poor
1,1312.510998,Poor
1,1312.615398,Poor
1,1313.601558,Poor
1,1313.790798,Poor
1,1314.024278,Poor
1,1314.486598,Poor
1,1315.018718,Poor
1,1315.729958,Poor
1,1315.733318,Poor
1,1316.170398,Poor
1,1316.176638,Poor
1,1316.586038,Poor
1,1316.592678,Poor
1,1317.4107979999999,Poor
1,1317.727758,Poor
1,1317.762278,Poor
1,1317.844118,Poor
1,1317.917398,Poor
1,1318.9397289999997,Poor
1,1319.2184489999997,Poor
1,1319.300329,Poor
1,1319.4199689999998,Poor
1,1319.5077689999998,Poor
1,1319.6863689999998,Poor
1,1319.6924089999998,Poor
1,1319.7765689999999,Poor
1,1319.850849,Poor
1,1319.9542089999998,Poor
1,1320.2996889999997,Poor
1,1320.7441689999998,Poor
1,1320.9293289999998,Poor
1,1321.1485689999997,Poor
1,1321.205769,Poor
1,1321.5263689999997,Poor
1,1321.6910489999998,Poor
1,1321.7839689999998,Poor
1,1322.2902889999998,Poor
1,1322.3171289999998,Poor
1,1322.4258489999997,Poor
1,1323.463969,Poor
1,1323.9177289999998,Poor
1,1323.9658089999998,Poor
1,1324.1291689999998,Poor
1,1324.2507689999998,Poor
1,1324.9548889999999,Poor
1,1325.1427689999998,Poor
1,1325.3152839999996,Poor
1,1325.4622439999996,Poor
1,1325.9608839999996,Poor
1,1326.3809639999997,Poor
1,1326.7847639999995,Poor
1,1327.0141639999997,Poor
1,1327.2065239999997,Poor
1,1327.7160839999997,Poor
1,1327.7611239999997,Poor
1,1327.8553239999997,Poor
1,1327.9153239999996,Poor
1,1328.0902039999996,Poor
1,1328.1635639999997,Poor
1,1328.3580039999997,Poor
1,1328.3622039999996,Poor
1,1329.3330439999995,Poor
1,1329.4228439999997,Poor
1,1329.5778439999997,Poor
1,1329.7122439999996,Poor
1,1329.9872439999997,Poor
1,1330.1685639999996,Poor
1,1330.4264839999996,Poor
1,1330.5864439999996,Poor
1,1330.7332439999996,Poor
1,1330.7677639999997,Poor
1,1330.8298839999995,Poor
1,1331.0364039999997,Poor
1,1332.2267530000004,Poor
1,1332.7331530000004,Poor
1,1332.8798330000002,Poor
1,1333.0345930000003,Poor
1,1333.1809930000004,Poor
1,1333.8145530000004,Poor
1,1333.9342730000003,Poor
1,1335.2914330000003,Poor
1,1335.2938730000003,Poor
1,1335.3677130000003,Poor
1,1335.3691130000002,Poor
1,1335.4267130000003,Poor
1,1335.6334330000002,Poor
1,1336.2173530000002,Poor
1,1336.6917530000003,Poor
1,1336.8339930000002,Poor
1,1336.8581530000004,Poor
1,1337.0377530000003,Poor
1,1337.0501930000003,Poor
1,1337.6399930000002,Poor
1,1337.8748330000003,Poor
1,1338.0409530000004,Poor
1,1338.768603000001,Poor
1,1338.852483000001,Poor
1,1339.124763000001,Poor
1,1339.272883000001,Poor
1,1339.7295230000009,Poor
1,1339.834403000001,Poor
1,1339.986763000001,Poor
1,1340.199963000001,Poor
1,1340.300323000001,Poor
1,1340.569203000001,Poor
1,1340.814803000001,Poor
1,1341.049843000001,Poor
1,1341.098163000001,Poor
1,1341.484443000001,Poor
1,1341.643763000001,Poor
1,1341.671603000001,Poor
1,1342.133483000001,Poor
1,1343.1202830000009,Poor
1,1343.239603000001,Poor
1,1343.421643000001,Poor
1,1343.426443000001,Poor
1,1343.754043000001,Poor
1,1343.842203000001,Poor
1,1345.4402159999995,Poor
1,1345.4451359999994,Poor
1,1345.6118959999994,Poor
1,1345.8276159999996,Poor
1,1345.8938959999996,Poor
1,1346.1573359999995,Poor
1,1346.2416959999994,Poor
1,1346.4630959999995,Poor
1,1346.8940159999995,Poor
1,1347.1597359999994,Poor
1,1347.2792159999995,Poor
1,1347.8625759999995,Poor
1,1348.4435359999995,Poor
1,1348.6887359999994,Poor
1,1349.3442559999994,Poor
1,1350.0698559999994,Poor
1,1350.1162559999996,Poor
1,1350.1405759999996,Poor
1,1350.5984159999994,Poor
1,1350.9929759999995,Poor
1,1351.1020559999995,Poor
1,1351.2769359999995,Poor
1,1351.3297359999995,Poor
1,1351.4756959999995,Poor
1,1351.5340159999994,Poor
1,1351.7690159999995,Poor
1,1351.5770070000005,Poor
1,1351.6136870000005,Poor
1,1351.8468870000004,Poor
1,1351.8612070000004,Poor
1,1352.2274070000005,Poor
1,1352.3193670000005,Poor
1,1352.4031270000005,Poor
1,1352.5160870000004,Poor
1,1353.2398470000005,Poor
1,1353.3200870000005,Poor
1,1353.5602470000006,Poor
1,1353.8184070000004,Poor
1,1353.9708870000004,Poor
1,1354.5332870000004,Poor
1,1354.6217270000004,Poor
1,1354.7763670000004,Poor
1,1355.0962470000004,Poor
1,1355.5932470000005,Poor
1,1355.6421270000005,Poor
1,1355.7216870000004,Poor
1,1355.8163670000006,Poor
1,1355.9762870000004,Poor
1,1356.5822070000004,Poor
1,1356.6330470000005,Poor
1,1356.6374070000004,Poor
1,1357.0750470000005,Poor
1,1357.1302470000005,Poor
1,1357.086763,Poor
1,1357.288763,Poor
1,1357.533523,Poor
1,1357.636723,Poor
1,1357.814203,Poor
1,1358.041963,Poor
1,1358.403123,Poor
1,1358.682923,Poor
1,1358.951203,Poor
1,1359.1181629999999,Poor
1,1359.197963,Poor
1,1359.306723,Poor
1,1359.4570429999999,Poor
1,1359.5092829999999,Poor
1,1359.688443,Poor
1,1359.755723,Poor
1,1359.761003,Poor
1,1359.864563,Poor
1,1359.959963,Poor
1,1360.121843,Poor
1,1360.265883,Poor
1,1360.488643,Poor
1,1360.524483,Poor
1,1360.5501629999999,Poor
1,1360.641363,Poor
1,1360.902243,Poor
1,1361.1493229999999,Poor
1,1361.241243,Poor
1,1361.325723,Poor
1,1361.544683,Poor
1,1362.608483,Poor
1,1362.757923,Poor
1,1362.856243,Poor
1,1362.898883,Poor
1,1363.251323,Poor
1,1363.340843,Poor
1,1364.1554589999996,Poor
1,1364.3308189999996,Poor
1,1364.3830989999997,Poor
1,1364.3883789999998,Poor
1,1364.5759789999997,Poor
1,1364.5809389999997,Poor
1,1364.6006989999996,Poor
1,1364.8019789999996,Poor
1,1365.0015789999998,Poor
1,1365.1820589999998,Poor
1,1365.5650189999997,Poor
1,1365.6673789999998,Poor
1,1366.1472189999997,Poor
1,1366.6366189999997,Poor
1,1367.2575389999997,Poor
1,1367.4675789999997,Poor
1,1367.5943389999998,Poor
1,1367.6908989999997,Poor
1,1367.9909789999997,Poor
1,1368.1453789999996,Poor
1,1368.5151389999996,Poor
1,1368.5825389999998,Poor
1,1368.9216989999998,Poor
1,1369.4836989999997,Poor
1,1369.8181789999996,Poor
1,1370.0665389999997,Poor
1,1370.1681389999997,Poor
1,1370.2821789999996,Poor
1,1370.3596589999997,Poor
1,1370.3945789999996,Poor
1,1370.177375,Poor
1,1370.195935,Poor
1,1370.275575,Poor
1,1370.3962549999999,Poor
1,1370.6702149999999,Poor
1,1370.753855,Poor
1,1370.9398549999999,Poor
1,1371.0986149999999,Poor
1,1371.176055,Poor
1,1371.523935,Poor
1,1371.586255,Poor
1,1371.602895,Poor
1,1371.8698949999998,Poor
1,1372.1615749999999,Poor
1,1372.168935,Poor
1,1372.3919349999999,Poor
1,1372.9499349999999,Poor
1,1373.172255,Poor
1,1373.270975,Poor
1,1373.524495,Poor
1,1373.6304149999999,Poor
1,1374.647495,Poor
1,1374.828335,Poor
1,1375.1878149999998,Poor
1,1375.2797349999998,Poor
1,1375.5936149999998,Poor
1,1376.358055,Poor
1,1375.7557579999998,Poor
1,1375.8333979999998,Poor
1,1375.9403579999996,Poor
1,1376.0441579999997,Poor
1,1376.0718379999996,Poor
1,1376.0809979999997,Poor
1,1376.0890379999996,Poor
1,1376.2694779999997,Poor
1,1376.5001979999997,Poor
1,1376.6823179999997,Poor
1,1376.7776379999996,Poor
1,1377.1933979999997,Poor
1,1377.2221979999997,Poor
1,1377.3470779999998,Poor
1,1377.5013579999998,Poor
1,1377.8316379999997,Poor
1,1378.1474779999996,Poor
1,1378.2440379999996,Poor
1,1378.7904779999997,Poor
1,1379.1591579999997,Poor
1,1379.2234379999998,Poor
1,1379.2349979999997,Poor
1,1379.2443179999996,Poor
1,1379.2532779999997,Poor
1,1380.2454379999997,Poor
1,1380.4701579999996,Poor
1,1380.4941179999996,Poor
1,1380.8351979999998,Poor
1,1380.9568379999996,Poor
1,1381.0328779999998,Poor
1,1381.1154379999996,Poor
1,1381.2079979999996,Poor
1,1381.5581579999996,Poor
1,1382.2034510000003,Poor
1,1382.2074510000002,Poor
1,1382.3436510000001,Poor
1,1382.5204110000002,Poor
1,1383.0079710000002,Poor
1,1383.1149710000002,Poor
1,1383.1538910000002,Poor
1,1383.6759310000002,Poor
1,1383.9542510000003,Poor
1,1384.1338510000003,Poor
1,1384.4803710000003,Poor
1,1384.4987310000001,Poor
1,1384.9662510000003,Poor
1,1385.0357710000003,Poor
1,1385.1121310000003,Poor
1,1385.2749710000003,Poor
1,1385.6509710000003,Poor
1,1386.0314910000002,Poor
1,1386.1988910000002,Poor
1,1386.2395310000002,Poor
1,1386.5763310000002,Poor
1,1386.8676110000001,Poor
1,1386.9155310000003,Poor
1,1387.0762910000003,Poor
1,1387.1292110000002,Poor
1,1387.1353710000003,Poor
1,1387.2374510000002,Poor
1,1387.3644510000001,Poor
1,1387.4368910000003,Poor
1,1387.5309310000002,Poor
1,1387.5592910000003,Poor
1,1387.6456510000003,Poor
1,1387.7898510000002,Poor
1,1387.8366910000002,Poor
1,1387.9422910000003,Poor
1,1388.0356110000002,Poor
1,1388.1209310000002,Poor
1,1388.2112910000003,Poor
1,1388.3580110000003,Poor
1,1389.9559869999996,Poor
1,1390.1276669999995,Poor
1,1390.1383869999997,Poor
1,1390.2465069999996,Poor
1,1390.4403869999996,Poor
1,1390.5944669999997,Poor
1,1390.7258669999997,Poor
1,1390.8322669999995,Poor
1,1390.9065469999996,Poor
1,1391.5254269999996,Poor
1,1391.7699469999995,Poor
1,1391.8804269999996,Poor
1,1392.0393069999996,Poor
1,1392.3266669999996,Poor
1,1392.4293869999997,Poor
1,1392.5526269999996,Poor
1,1392.6383069999997,Poor
1,1392.7967869999995,Poor
1,1392.8362669999997,Poor
1,1392.8728669999996,Poor
1,1393.0011469999997,Poor
1,1393.0106669999996,Poor
1,1393.3115069999997,Poor
1,1393.3673869999996,Poor
1,1393.4025469999997,Poor
1,1393.4109469999996,Poor
1,1393.5147869999996,Poor
1,1393.6127069999995,Poor
1,1394.2063069999997,Poor
1,1394.3349469999996,Poor
1,1394.3556269999997,Poor
1,1394.3653869999996,Poor
1,1394.5479869999997,Poor
1,1394.9985869999996,Poor
1,1395.1003069999997,Poor
1,1395.1548269999996,Poor
1,1395.1643469999997,Poor
1,1395.2073069999997,Poor
1,1395.2141869999996,Poor
1,1395.2993469999997,Poor
1,1395.5123069999997,Poor
1,1395.9752029999997,Poor
1,1396.0441229999997,Poor
1,1396.0768829999997,Poor
1,1396.1088429999998,Poor
1,1396.1845629999998,Poor
1,1396.2864029999998,Poor
1,1396.6331629999997,Poor
1,1396.7217229999997,Poor
1,1397.4353629999998,Poor
1,1397.5734029999996,Poor
1,1397.7844029999997,Poor
1,1397.8017229999998,Poor
1,1397.9383629999998,Poor
1,1398.2228429999998,Poor
1,1398.3276029999997,Poor
1,1398.5585629999998,Poor
1,1398.7424429999996,Poor
1,1399.0746429999997,Poor
1,1400.3373629999996,Poor
1,1400.3684829999997,Poor
1,1400.4694829999996,Poor
1,1400.5325229999996,Poor
1,1400.6200829999998,Poor
1,1401.1211229999997,Poor
1,1401.3126429999998,Poor
1,1401.4084429999998,Poor
1,1402.0152829999997,Poor
1,1402.0191879999998,Poor
1,1402.047748,Poor
1,1402.0901079999999,Poor
1,1402.142308,Poor
1,1402.2233079999999,Poor
1,1402.5405079999998,Poor
1,1402.8433479999999,Poor
1,1403.022108,Poor
1,1403.082348,Poor
1,1403.4501079999998,Poor
1,1403.4670279999998,Poor
1,1403.606748,Poor
1,1403.685188,Poor
1,1403.9673079999998,Poor
1,1404.0985079999998,Poor
1,1404.296308,Poor
1,1404.4027479999997,Poor
1,1404.7243079999998,Poor
1,1404.8942679999998,Poor
1,1405.139348,Poor
1,1405.2472679999998,Poor
1,1405.4414679999998,Poor
1,1405.6627079999998,Poor
1,1405.753628,Poor
1,1405.849348,Poor
1,1406.3161879999998,Poor
1,1406.6314679999998,Poor
1,1406.7509079999998,Poor
1,1406.765068,Poor
1,1406.8126679999998,Poor
1,1406.9732279999998,Poor
1,1407.0593079999999,Poor
1,1407.1904679999998,Poor
1,1407.196708,Poor
1,1407.322708,Poor
1,1407.403748,Poor
1,1407.6257879999998,Poor
1,1407.669788,Poor
1,1407.7750279999998,Poor
1,1407.997508,Poor
1,1407.766691,Poor
1,1408.258411,Poor
1,1408.580851,Poor
1,1408.999651,Poor
1,1409.200931,Poor
1,1409.315331,Poor
1,1409.316531,Poor
1,1409.857851,Poor
1,1409.861691,Poor
1,1410.122451,Poor
1,1411.243371,Poor
1,1411.297251,Poor
1,1411.560291,Poor
1,1411.639371,Poor
1,1411.7590910000001,Poor
1,1411.853331,Poor
1,1412.840011,Poor
1,1413.161851,Poor
1,1413.2272110000001,Poor
1,1413.709971,Poor
1,1413.912891,Poor
1,1414.026411,Poor
1,1415.1192540000006,Poor
1,1415.3745740000006,Poor
1,1418.2686940000006,Poor
1,1418.6486540000005,Poor
1,1419.5017340000006,Poor
1,1419.5464540000005,Poor
1,1419.6709740000006,Poor
1,1419.7737340000006,Poor
1,1419.9280140000005,Poor
1,1419.9883740000007,Poor
1,1420.0188140000007,Poor
1,1420.0867740000006,Poor
1,1420.2341740000006,Poor
1,1420.2942540000006,Poor
1,1420.3736140000005,Poor
1,1420.4261740000006,Poor
1,1420.5082940000007,Poor
1,1420.5228540000005,Poor
1,1420.7227340000006,Poor
1,1420.8558140000007,Poor
1,1421.0008940000007,Poor
1,1420.6525920000006,Poor
1,1422.6153520000005,Poor
1,1422.9405120000006,Poor
1,1423.2233920000006,Poor
1,1423.3814320000006,Poor
1,1424.2694320000005,Poor
1,1424.5328720000005,Poor
1,1424.5890720000004,Poor
1,1425.2632320000005,Poor
1,1425.3977520000005,Poor
1,1425.5300320000006,Poor
1,1425.5881920000006,Poor
1,1425.8815520000005,Poor
1,1426.0260320000004,Poor
1,1426.1020320000005,Poor
1,1426.2607920000005,Poor
1,1426.3268720000005,Poor
1,1426.5112720000004,Poor
1,1426.7317920000005,Poor
1,1426.8239120000005,Poor
1,1428.0219140000002,Poor
1,1428.236634,Poor
1,1428.4349540000003,Poor
1,1428.8497940000002,Poor
1,1429.3493940000003,Poor
1,1429.4753940000003,Poor
1,1431.0106340000002,Poor
1,1431.3735540000002,Poor
1,1431.6267140000002,Poor
1,1432.7937540000003,Poor
1,1433.027794,Poor
1,1433.1110740000001,Poor
1,1433.214034,Poor
1,1433.4692740000003,Poor
1,1433.5638740000002,Poor
1,1433.5811140000003,Poor
1,1433.7490340000002,Poor
1,1433.8754740000002,Poor
1,1433.9596740000002,Poor
1,1434.0440340000002,Poor
1,1434.1165140000003,Poor
1,1434.4368940000002,Poor
1,1434.5231740000002,Poor
1,1434.692614,Poor
1,1434.9605740000002,Poor
1,1435.2630540000002,Poor
1,1435.2734140000002,Poor
1,1435.283654,Poor
1,1435.5337740000002,Poor
1,1435.811934,Poor
1,1435.8828540000002,Poor
1,1436.004134,Poor
1,1436.0310140000001,Poor
1,1436.159014,Poor
1,1436.6180940000002,Poor
1,1436.768894,Poor
1,1436.9324940000001,Poor
1,1437.449974,Poor
1,1437.5409740000002,Poor
1,1437.5780940000002,Poor
1,1437.663694,Poor
1,1437.701894,Poor
1,1437.7673340000001,Poor
1,1437.7766940000001,Poor
1,1437.7815340000002,Poor
1,1438.0806940000002,Poor
1,1439.013014,Poor
1,1439.1647340000002,Poor
